Extended NOAA/GMD preliminary data 04-05-2022 08:38:02 [GMT], SkySonde Client version 1.3.0.6
Software written by Allen Jordan and Jim Wendell, NOAA
               Header lines = 19
               Data columns = 15
              Flight number = zh-999
                 Date [GMT] = 04-05-2022
                 Time [GMT] = 08:38:02
            Instrument type = Vaisala Sonde
             Vaisala number = 
                 A/D System = V7


    THE DATA CONTAINED IN THIS FILE ARE PRELIMINARY
     AND SUBJECT TO REPROCESSING AND VERIFICATION
     FOR SOUNDING DETAILS REFER TO FILE zh-999.de1


      Time,     Press,       Alt,      Temp,      Traw,     Theta,        RH,     TFp V,    TVaisI,  Fl,   GPS lat,   GPS lon,   GPS alt,      Wind,  Wind Dir
     [min],     [hpa],      [km],   [deg C],   [deg C],       [K],       [%],   [deg C],    [degC],  [],     [deg],     [deg],      [km],     [m/s],     [deg]
  21.30865,    958.23,    0.5149,     17.96,     18.07,   294.684,     45.60,      6.06,     24.72,   1,  47.37939,   8.54881,    0.5050,     99999,     99999
  21.32537,    958.24,    0.5148,     18.02,     18.13,   294.744,     45.30,      6.02,     24.73,   1,  47.37939,   8.54881,    0.5050,     99999,     99999
  21.34311,    958.24,    0.5148,     18.03,     18.14,   294.754,     44.60,      5.80,     24.74,   1,  47.37939,   8.54881,    0.5060,     99999,     99999
  21.35879,    958.24,    0.5148,     18.06,     18.17,   294.784,     44.50,      5.80,     24.76,   1,  47.37939,   8.54881,    0.5070,     99999,     99999
  21.37549,    958.23,    0.5149,     18.12,     18.23,   294.846,     44.60,      5.88,     24.77,   1,  47.37939,   8.54881,    0.5070,     99999,     99999
  21.39221,    958.24,    0.5148,     18.14,     18.25,   294.865,     44.30,      5.81,     24.79,   1,  47.37939,   8.54881,    0.5080,     99999,     99999
  21.40892,    958.24,    0.5148,     18.11,     18.22,   294.835,     44.20,      5.75,     24.80,   1,  47.37939,   8.54881,    0.5080,     99999,     99999
  21.42567,    958.26,    0.5146,     18.05,     18.16,   294.773,     44.20,      5.69,     24.82,   1,  47.37939,   8.54881,    0.5080,     99999,     99999
  21.44238,    958.27,    0.5145,     18.05,     18.16,   294.772,     44.20,      5.69,     24.83,   1,  47.37939,   8.54881,    0.5080,     99999,     99999
  21.45814,    958.26,    0.5146,     18.16,     18.27,   294.884,     44.60,      5.92,     24.84,   1,  47.37938,   8.54881,    0.5080,     99999,     99999
  21.47590,    958.26,    0.5146,     18.36,     18.47,   295.086,     44.80,      6.17,     24.85,   1,  47.37939,   8.54880,    0.5080,     99999,     99999
  21.49160,    958.22,    0.5149,     18.50,     18.61,   295.232,     44.60,      6.23,     24.86,   1,  47.37939,   8.54880,    0.5080,     99999,     99999
  21.50932,    958.21,    0.5150,     18.58,     18.69,   295.313,     44.40,      6.24,     24.87,   1,  47.37939,   8.54880,    0.5080,     99999,     99999
  21.52600,    958.21,    0.5150,     18.71,     18.82,   295.445,     44.40,      6.36,     24.89,   1,  47.37940,   8.54880,    0.5080,     99999,     99999
  21.54269,    958.23,    0.5149,     18.87,     18.98,   295.605,     44.30,      6.47,     24.90,   1,  47.37940,   8.54880,    0.5080,     99999,     99999
  29.33164,    958.20,    0.5151,     18.97,     19.08,   295.709,     44.10,      6.49,     24.91,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.34837,    958.17,    0.5154,     17.67,     17.78,   294.394,     46.90,      6.20,     23.25,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.36611,    958.20,    0.5151,     17.60,     17.71,   294.320,     46.60,      6.04,     23.26,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.38284,    958.18,    0.5153,     17.56,     17.67,   294.281,     46.30,      5.91,     23.28,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.39850,    958.18,    0.5153,     17.43,     17.54,   294.150,     45.80,      5.64,     23.29,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.41719,    958.19,    0.5152,     17.24,     17.35,   293.957,     45.30,      5.31,     23.31,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.43383,    958.17,    0.5154,     17.09,     17.20,   293.807,     45.10,      5.11,     23.32,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.45050,    958.18,    0.5153,     16.99,     17.10,   293.704,     45.00,      4.99,     23.34,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.46724,    958.18,    0.5153,     16.99,     17.10,   293.704,     45.10,      5.02,     23.36,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.48397,    958.18,    0.5153,     16.96,     17.07,   293.674,     44.90,      4.93,     23.37,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.50064,    958.19,    0.5152,     16.81,     16.92,   293.521,     44.80,      4.76,     23.39,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.51739,    958.18,    0.5153,     16.49,     16.60,   293.198,     44.90,      4.50,     23.41,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.53306,    958.19,    0.5152,     16.35,     16.46,   293.056,     45.00,      4.40,     23.43,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.55083,    958.18,    0.5153,     16.48,     16.59,   293.188,     45.00,      4.52,     23.45,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.56759,    958.19,    0.5152,     16.73,     16.84,   293.440,     45.10,      4.78,     23.47,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.58433,    958.17,    0.5154,     16.73,     16.84,   293.442,     45.00,      4.75,     23.49,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.59999,    958.17,    0.5154,     16.52,     16.63,   293.229,     45.00,      4.56,     23.51,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.61664,    958.16,    0.5155,     16.48,     16.59,   293.190,     45.20,      4.58,     23.53,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.63444,    958.15,    0.5156,     16.60,     16.71,   293.312,     45.40,      4.76,     23.55,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.65117,    958.12,    0.5158,     16.53,     16.64,   293.244,     45.50,      4.72,     23.58,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.66693,    958.09,    0.5161,     16.56,     16.67,   293.277,     45.50,      4.75,     23.60,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.68369,    958.11,    0.5159,     16.80,     16.91,   293.518,     45.40,      4.94,     23.62,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.70044,    958.13,    0.5158,     17.01,     17.12,   293.729,     45.30,      5.10,     23.65,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.71713,    958.14,    0.5157,     17.03,     17.14,   293.748,     44.70,      4.93,     23.67,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.73382,    958.14,    0.5157,     16.97,     17.08,   293.688,     44.60,      4.84,     23.69,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.75061,    958.14,    0.5157,     16.64,     16.75,   293.354,     44.60,      4.54,     23.72,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.76935,    958.15,    0.5156,     16.44,     16.55,   293.150,     44.80,      4.42,     23.74,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.78603,    958.16,    0.5155,     16.48,     16.59,   293.190,     44.90,      4.49,     23.76,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.80170,    958.16,    0.5155,     16.54,     16.65,   293.251,     45.00,      4.58,     23.79,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.81836,    958.17,    0.5154,     16.62,     16.73,   293.331,     45.20,      4.71,     23.81,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.83515,    958.17,    0.5154,     16.67,     16.78,   293.381,     45.30,      4.79,     23.83,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.85290,    958.14,    0.5157,     16.67,     16.78,   293.384,     45.60,      4.88,     23.85,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.86858,    958.11,    0.5159,     16.70,     16.81,   293.417,     45.70,      4.94,     23.87,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.88528,    958.11,    0.5159,     16.81,     16.92,   293.528,     45.80,      5.07,     23.89,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.90198,    958.11,    0.5159,     17.02,     17.13,   293.741,     46.00,      5.33,     23.91,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.91976,    958.10,    0.5160,     17.09,     17.20,   293.813,     45.90,      5.36,     23.93,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.93543,    958.09,    0.5161,     17.15,     17.26,   293.874,     46.00,      5.45,     23.95,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.95214,    958.09,    0.5161,     17.27,     17.38,   293.996,     45.90,      5.52,     23.97,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.96886,    958.10,    0.5160,     17.40,     17.51,   294.126,     45.90,      5.64,     23.99,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  29.98557,    958.11,    0.5159,     17.60,     17.71,   294.328,     45.80,      5.79,     24.01,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.00233,    958.11,    0.5159,     17.86,     17.97,   294.591,     45.50,      5.94,     24.03,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.01909,    958.09,    0.5161,     17.99,     18.10,   294.724,     45.30,      5.99,     24.05,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.03578,    958.10,    0.5160,     18.19,     18.30,   294.926,     45.50,      6.24,     24.08,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.05254,    958.09,    0.5161,     18.21,     18.32,   294.947,     45.20,      6.16,     24.09,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.06825,    958.09,    0.5161,     18.38,     18.49,   295.119,     44.80,      6.18,     24.12,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.08579,    958.10,    0.5160,     18.60,     18.71,   295.341,     44.60,      6.32,     24.14,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.10256,    958.09,    0.5161,     18.62,     18.73,   295.362,     44.20,      6.21,     24.16,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.11924,    958.09,    0.5161,     18.51,     18.62,   295.251,     43.80,      5.98,     24.19,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.13596,    958.07,    0.5163,     18.45,     18.56,   295.192,     43.80,      5.92,     24.21,   1,   0.00000,   0.00000,   -0.0170,     99999,     99999
  30.15164,    958.08,    0.5162,     18.37,     18.48,   295.110,     43.40,      5.72,     24.24,   1,  36.36795, -31.87534,    7.4330,     99999,     99999
  30.16833,    958.09,    0.5161,     18.11,     18.22,   294.846,     43.20,      5.41,     24.26,   1,  37.76131, -28.70547,    7.9250,     99999,     99999
  30.18612,    958.09,    0.5161,     17.91,     18.02,   294.643,     43.30,      5.27,     24.29,   1,  47.02817,   0.33032,   11.3570,     99999,     99999
  30.20289,    958.09,    0.5161,     17.91,     18.02,   294.643,     43.40,      5.30,     24.31,   1,  45.94687,  -5.22428,   10.9490,     99999,     99999
  30.21860,    958.10,    0.5160,     18.02,     18.13,   294.754,     43.60,      5.47,     24.34,   1,  47.16746,   1.74027,   11.4090,     99999,     99999
  30.23531,    958.09,    0.5161,     18.12,     18.23,   294.856,     43.40,      5.49,     24.36,   1,  47.64960,  10.02512,   11.5870,     99999,     99999
  30.25204,    958.09,    0.5161,     18.32,     18.43,   295.058,     43.50,      5.70,     24.39,   1,  47.77988,  13.96512,   11.6390,     99999,     99999
  30.27081,    958.09,    0.5161,     18.37,     18.48,   295.109,     43.30,      5.68,     24.41,   1,  47.73112,  10.04716,   11.6180,     99999,     99999
  30.28649,    958.10,    0.5160,     18.45,     18.56,   295.189,     43.20,      5.72,     24.44,   1,  47.68165,   8.65040,   11.5990,     99999,     99999
  30.30319,    958.10,    0.5160,     18.56,     18.67,   295.301,     43.10,      5.79,     24.46,   1,  47.32470,   4.44550,   11.4670,     99999,     99999
  30.32091,    958.09,    0.5161,     18.53,     18.64,   295.271,     42.80,      5.66,     24.49,   1,  47.32960,   3.79768,   11.4690,     99999,     99999
  30.33657,    958.09,    0.5161,     18.44,     18.55,   295.180,     42.50,      5.48,     24.52,   1,  46.79825,  -0.99839,   11.2700,     99999,     99999
  30.35232,    958.07,    0.5163,     18.18,     18.29,   294.918,     42.30,      5.17,     24.54,   1,  47.11847,   1.18766,   11.3900,     99999,     99999
  30.36902,    958.06,    0.5164,     17.57,     17.68,   294.302,     42.10,      4.56,     24.57,   1,  47.07728,   0.49882,   11.3750,     99999,     99999
  30.38778,    958.08,    0.5162,     17.21,     17.32,   293.936,     42.30,      4.30,     24.59,   1,  47.37917,   8.54878,    0.5240,     99999,     99999
  30.40447,    958.07,    0.5163,     16.76,     16.87,   293.481,     42.60,      3.99,     24.62,   1,  47.37920,   8.54873,    0.5320,     99999,     99999
  30.42020,    958.07,    0.5163,     16.77,     16.88,   293.491,     43.10,      4.17,     24.64,   1,  47.37923,   8.54872,    0.5310,     99999,     99999
  30.43692,    958.07,    0.5163,     16.98,     17.09,   293.704,     43.30,      4.42,     24.67,   1,  47.37932,   8.54873,    0.5230,     99999,     99999
  30.45366,    958.07,    0.5163,     17.19,     17.30,   293.916,     43.50,      4.68,     24.70,   1,  47.37934,   8.54876,    0.5170,     99999,     99999
  30.47139,    958.07,    0.5163,     17.05,     17.16,   293.775,     43.60,      4.59,     24.72,   1,  47.37933,   8.54877,    0.5140,     99999,     99999
  30.48736,    958.06,    0.5164,     16.88,     16.99,   293.603,     43.80,      4.50,     24.75,   1,  47.37935,   8.54877,    0.5140,     99999,     99999
  30.50428,    958.07,    0.5163,     16.91,     17.02,   293.633,     44.00,      4.59,     24.78,   1,  47.37934,   8.54878,    0.5140,     99999,     99999
  30.52021,    958.07,    0.5163,     17.10,     17.21,   293.825,     44.20,      4.83,     24.80,   1,  47.37935,   8.54878,    0.5150,     99999,     99999
  30.53699,    958.07,    0.5163,     17.24,     17.35,   293.967,     44.10,      4.92,     24.83,   1,  47.37936,   8.54878,    0.5150,     99999,     99999
  30.55480,    958.08,    0.5162,     17.25,     17.36,   293.976,     44.20,      4.96,     24.85,   1,  47.37936,   8.54878,    0.5150,     99999,     99999
  30.57047,    958.09,    0.5161,     17.28,     17.39,   294.006,     44.30,      5.02,     24.88,   1,  47.37935,   8.54878,    0.5160,     99999,     99999
  30.58723,    958.12,    0.5158,     17.45,     17.56,   294.175,     44.40,      5.21,     24.90,   1,  47.37936,   8.54878,    0.5150,     99999,     99999
  30.60417,    958.13,    0.5158,     17.64,     17.75,   294.366,     44.70,      5.48,     24.93,   1,  47.37936,   8.54878,    0.5160,     99999,     99999
  30.61986,    958.13,    0.5158,     17.67,     17.78,   294.397,     44.50,      5.44,     24.95,   1,  47.37935,   8.54877,    0.5170,     99999,     99999
  30.63687,    958.08,    0.5162,     17.51,     17.62,   294.239,     44.60,      5.33,     24.97,   1,  47.37934,   8.54878,    0.5170,     99999,     99999
  30.65383,    958.09,    0.5161,     17.25,     17.36,   293.975,     44.70,      5.12,     24.99,   1,  47.37934,   8.54878,    0.5180,     99999,     99999
  30.67058,    958.08,    0.5162,     17.16,     17.27,   293.885,     44.90,      5.11,     25.01,   1,  47.37934,   8.54879,    0.5180,     99999,     99999
  30.68736,    958.06,    0.5164,     17.20,     17.31,   293.927,     44.90,      5.14,     25.04,   1,  47.37935,   8.54879,    0.5190,     99999,     99999
  30.70408,    958.09,    0.5161,     17.18,     17.29,   293.904,     44.90,      5.13,     25.06,   1,  47.37935,   8.54879,    0.5190,     99999,     99999
  30.71981,    958.09,    0.5161,     17.20,     17.31,   293.925,     44.90,      5.14,     25.08,   1,  47.37935,   8.54880,    0.5200,     99999,     99999
  30.73781,    958.08,    0.5162,     17.29,     17.40,   294.017,     45.00,      5.26,     25.10,   1,  47.37936,   8.54880,    0.5210,     99999,     99999
  30.75452,    958.06,    0.5164,     17.38,     17.49,   294.109,     45.00,      5.34,     25.13,   1,  47.37936,   8.54880,    0.5220,     99999,     99999
  30.77024,    958.09,    0.5161,     17.44,     17.55,   294.167,     45.20,      5.46,     25.15,   1,  47.37937,   8.54881,    0.5220,     99999,     99999
  30.78717,    958.07,    0.5163,     17.32,     17.43,   294.048,     45.00,      5.28,     25.17,   1,  47.37937,   8.54881,    0.5220,     99999,     99999
  30.80367,    958.06,    0.5164,     17.35,     17.46,   294.079,     44.90,      5.28,     25.19,   1,  47.37938,   8.54881,    0.5210,     99999,     99999
  30.82036,    958.08,    0.5162,     17.49,     17.60,   294.219,     44.90,      5.41,     25.21,   1,  47.37939,   8.54882,    0.5200,     99999,     99999
  30.83713,    958.08,    0.5162,     17.61,     17.72,   294.340,     44.90,      5.52,     25.24,   1,  47.37940,   8.54882,    0.5210,     99999,     99999
  30.85381,    958.09,    0.5161,     17.64,     17.75,   294.370,     44.90,      5.54,     25.26,   1,  47.37941,   8.54883,    0.5200,     99999,     99999
  30.87077,    958.10,    0.5160,     17.77,     17.88,   294.501,     44.90,      5.66,     25.28,   1,  47.37943,   8.54883,    0.5200,     99999,     99999
  30.88668,    958.09,    0.5161,     17.86,     17.97,   294.593,     44.70,      5.68,     25.30,   1,  47.37944,   8.54883,    0.5210,     99999,     99999
  30.90349,    958.09,    0.5161,     17.73,     17.84,   294.461,     45.20,      5.72,     25.32,   1,  47.37945,   8.54883,    0.5210,     99999,     99999
  30.92150,    958.08,    0.5162,     17.85,     17.96,   294.583,     45.50,      5.93,     25.34,   1,  47.37946,   8.54883,    0.5220,     99999,     99999
  30.93741,    958.09,    0.5161,     18.16,     18.27,   294.896,     44.90,      6.02,     25.36,   1,  47.37946,   8.54884,    0.5210,     99999,     99999
  30.95443,    958.08,    0.5162,     18.01,     18.12,   294.745,     44.40,      5.72,     25.38,   1,  47.37946,   8.54884,    0.5210,     99999,     99999
  30.97011,    958.09,    0.5161,     17.83,     17.94,   294.562,     44.20,      5.49,     25.40,   1,  47.37947,   8.54884,    0.5220,     99999,     99999
  30.98685,    958.08,    0.5162,     17.65,     17.76,   294.381,     44.10,      5.29,     25.42,   1,  47.37947,   8.54884,    0.5210,     99999,     99999
  31.00393,    958.08,    0.5162,     17.41,     17.52,   294.138,     44.00,      5.04,     25.45,   1,  47.37947,   8.54884,    0.5210,     99999,     99999
  31.02082,    958.07,    0.5163,     17.38,     17.49,   294.108,     44.00,      5.02,     25.46,   1,  47.37946,   8.54884,    0.5200,     99999,     99999
  31.03760,    958.07,    0.5163,     17.45,     17.56,   294.179,     44.00,      5.08,     25.48,   1,  47.37946,   8.54884,    0.5200,     99999,     99999
  31.05439,    958.07,    0.5163,     17.45,     17.56,   294.179,     44.40,      5.21,     25.50,   1,  47.37946,   8.54884,    0.5200,     99999,     99999
  31.07012,    958.08,    0.5162,     17.51,     17.62,   294.239,     44.20,      5.20,     25.52,   1,  47.37945,   8.54884,    0.5200,     99999,     99999
  31.08682,    958.08,    0.5162,     17.50,     17.61,   294.229,     44.00,      5.13,     25.54,   1,  47.37944,   8.54884,    0.5190,     99999,     99999
  31.10357,    958.07,    0.5163,     17.55,     17.66,   294.280,     43.90,      5.14,     25.56,   1,  47.37944,   8.54884,    0.5180,     99999,     99999
  31.12136,    958.05,    0.5165,     17.64,     17.75,   294.373,     43.90,      5.22,     25.58,   1,  47.37943,   8.54884,    0.5170,     99999,     99999
  31.13708,    958.06,    0.5164,     17.50,     17.61,   294.231,     44.20,      5.19,     25.59,   1,  47.37942,   8.54884,    0.5160,     99999,     99999
  31.15404,    958.05,    0.5165,     17.20,     17.31,   293.928,     44.30,      4.95,     25.62,   1,  47.37941,   8.54884,    0.5160,     99999,     99999
  31.17082,    958.04,    0.5166,     17.09,     17.20,   293.817,     44.30,      4.85,     25.63,   1,  47.37941,   8.54884,    0.5160,     99999,     99999
  31.18653,    958.09,    0.5161,     16.98,     17.09,   293.702,     44.50,      4.82,     25.65,   1,  47.37940,   8.54884,    0.5160,     99999,     99999
  31.20426,    958.06,    0.5164,     16.94,     17.05,   293.664,     44.50,      4.78,     25.67,   1,  47.37939,   8.54884,    0.5150,     99999,     99999
  31.22208,    958.06,    0.5164,     16.73,     16.84,   293.451,     44.80,      4.68,     25.69,   1,  47.37939,   8.54884,    0.5150,     99999,     99999
  31.23786,    958.06,    0.5164,     16.58,     16.69,   293.299,     45.30,      4.71,     25.71,   1,  47.37939,   8.54884,    0.5150,     99999,     99999
  31.25367,    958.02,    0.5167,     16.15,     16.26,   292.868,     45.40,      4.35,     25.72,   1,  47.37940,   8.54886,    0.5190,     99999,     99999
  31.27063,    957.50,    0.5213,     15.74,     15.85,   292.498,     45.90,      4.13,     25.74,   1,  47.37944,   8.54891,    0.5240,     99999,     99999
  31.28737,    956.88,    0.5268,     15.49,     15.60,   292.299,     46.50,      4.09,     25.76,   1,  47.37947,   8.54896,    0.5280,     99999,     99999
  31.30514,    956.17,    0.5331,     15.35,     15.46,   292.219,     47.30,      4.20,     25.78,   1,  47.37955,   8.54896,    0.5340,     99999,     99999
  31.32108,    955.52,    0.5389,     15.19,     15.30,   292.113,     48.20,      4.32,     25.80,   1,  47.37955,   8.54890,    0.5380,     99999,     99999
  31.33808,    954.90,    0.5444,     15.10,     15.21,   292.076,     49.20,      4.53,     25.81,   1,  47.37950,   8.54892,    0.5420,     99999,     99999
  31.35509,    954.21,    0.5505,     15.03,     15.14,   292.065,     50.20,      4.76,     25.82,   1,  47.37951,   8.54902,    0.5490,     99999,     99999
  31.37080,    953.58,    0.5561,     15.01,     15.12,   292.100,     50.70,      4.88,     25.84,   1,  47.37960,   8.54903,    0.5550,     99999,     99999
  31.38853,    953.03,    0.5610,     14.94,     15.05,   292.077,     51.50,      5.04,     25.85,   1,  47.37965,   8.54894,    0.5590,     99999,     99999
  31.40518,    952.39,    0.5667,     14.91,     15.02,   292.103,     52.30,      5.23,     25.86,   1,  47.37962,   8.54887,    0.5650,     99999,     99999
